ID,Province/State,Country/Region,Lat,Long,Date,Confirmed,Deaths,Recovered,Active,WHO Region
40391,,Slovenia,46.1512,14.9955,2020-06-24,1541,109,1376,56,Europe
40392,,Somalia,5.152149,46.199616,2020/06/24,2835,#90,829,1916,Eastern Mediterranean
40393,,South Africa,-30.5595,22.9375,2020/06/24,111796,MMCCV,56874,52717,Africa
40394,,Spain,40.463667,-3.74922,2020/06/24,247086,28327,150376,68383,Europe
40395,,Sri Lanka,7.873054,80.77179699999998,2020/06/24,2001,11,1562,428,South-East Asia
40396,,Sudan,12.8628,30.2176,2020/06/24,8889,548,3699,4642,Eastern Mediterranean
40397,,Suriname,3.9193,-56.0278,2020/06/24,357,10,154,193,Americas
40398,,Sweden,60.128161,18.643501 °W,2020/06/24,62324,5209,0,57115,Europe
40399,,Switzerland,46.8182,8.2275,2020/06/24,31376,1958,29000,418,Europe
40400,,Taiwan*,23.7,121.0,2020/06/24,446,7,435,4,Western Pacific
40401,,Tanzania,-6.369028,34.888822E,2020/06/24,509,21,183,305,Africa
40402,,Thailand,15.870032,100.992541,2020/06/24,3158,58,3038,62,South-East Asia
40403,,Togo,8.6195,0.8248,2020/06/24,583,-61279,392,177,Africa
40404,,Trinidad and Tobago,10.6918,-61.2225,2020/06/24,123,8,109,6,Americas
40405,,Tunisia,33.886917,9.537499,2020/06/24,1160,50,1023,87,Eastern Medit erranean
40406,,Turkey,38.9637,35.2433,2020/06/24,191657,5025,164234,22398,Europe
40407,,Uganda,1.373333,32.290275,2020/06/24,805,0,717,88,Africa
40408,,,,,,,,,,
40409,,United Arab Emirates,23.424076,53.847818,2020/06/24,46133,307,34405,11421,Eastern Mediterranean
40410,Bermuda,United Kingdom,32.3078,-64.7505,2020/06/24,146,9,132,5,Europe
40411,Cayman Islands,United Kingdom,@19.3133,-81.2546,2020/06/24,196,1,169,26,Europe
40412,Channel Islands,United Kingdom,49.3723,-2.3644,2020/06/24,571,47,512,12,Europe
40413,Gibraltar,United Kingdom,36.1408,-5.3536,2020/06/24,176,-91592,176,0,Europe
40414,Isle of Man,United Kingdom,54.2361,-4.5481,2020/06/24,336,24,312,0,Europe
40415,Montserrat,United Kingdom,16.742498,-62.187366,2020/06/24,11,1,10,0,Europe
40416,,United Kingdom,55.3781,-3.4360000000000004,2020/06/24,280340,43081,0,237259,Europe
40417,,Uruguay,-32.5228,-55.7658,2020/06/24,902,26,815,61,Americas
40418,,US,40.0,-100.0,2020/06/24,2382426,122604,656161,1603661,Americas
40419,,Uzbekistan,41.377491,64.585262,2020/06/24,6990,19,4685,2286,Europe
40420,,Venezuela,6.4238,-66.5897,2020/06/24,4366,79324,1327,3001,Americas
40421,,Vietnam,14.058324,108.277199,2020/06/24,352,0,329,23,Western Pacific
40422,,Zambia,-13.133897,27.849332,2020/06/24,1489,18,1223,248,Africa
40423,,Zimbabwe,-19.015438,29.154857,2020/06/24,530,6,123,40#1,Africa
40424,,Dominica,15.415,-61.371,2020/06/24,18,0,18,0,Americas
40425,,Grenada,12.1165,-61.679,2020/06/24,23,0,23,0,Americas
40426,,Mozambique,-18.665695,35.529562,2020/06/24,762,5,0,757,Africa
40427,,Syria,34.802075,38.99681500000001,2020/06/24,231,7,0,224,Eastern Mediterranean
40428,,Timor-Leste,-8.874217,125.727539,2020/06/24,24,0,0,24,South-East Asia
40429,,Belize,17.1899,-88.4976,2020/06/24,23,2,17,4,Americas
40430,,Laos,19.85627,102.495496,2020/06/24,19,0,19,0,Western Pacific
40431,,,,,,,,,,
40432,,West Bank and Gaza,31.9522,35.2332,2020/06/24,1328,3,442,883,Eastern Mediterranean
40433,,Guinea-Bissau,11.8037,-15.1804,2020/06/24,1556,19,191,1346,Africa
40434,,Mali,17.570692 °S,-3.996166000000001,2020/06/24,2005,112,1354,539,Africa
40435,,Saint Kitts and Nevis,17.357822,-62.782998,2020/06/24,15,0,15,0,Americas
40436,Northwest Territories,Canada,64.8255,-124.8457,2020/06/24,5,0,0,5,Americas
40437,Yukon,Canada,64.2823,-135.0,2020/06/24,11,0,0,XI,Americas
40438,,Kosovo,42.602636,20.902977,2020/06/24,2169,37,1047,1085,Europe
40439,,Burma,21.9162,95.956,2020/06/24,293,6,208,79,South-East Asia
40440,Anguilla,United Kingdom,18.2206,-63.0686,2020/06/24,3,0,3,0,Europe
40441,British Virgin Islands,United Kingdom,18.4207,-64.64,2020/06/24,8,1,Seven,0,Europe
40442,Turks and Caicos Islands,United Kingdom,21.69400000000001,-71.7979,2020/06/24,15,1,11,3,Europe
40443,,Botswana,-22.3285,24.6849,2020/06/24,92,1,25,66,Africa
40444,,Burundi,-3.3731,29.9189,2020/06/24,144,1,93,50,Africa
40445,,Sierra Leone,8.460555000000001,-11.779889,2020/06/24,1354,Fifty Five,869,430,Africa
40446,,Malawi,-13.2543,34.3015,2020/06/24,941,11,259,671,Africa
40447,Falkland Islands (Malvinas),United Kingdom,-51.7963,-59.5236,2020/06/24,13,0,13,0,Europe
40448,Saint Pierre and Miquelon,France,46.8852,-56.3159,2020/06/24,1,0,1,0,Europe
40449,,South Sudan,6.877000000000002,31.307,2020/06/24,1942,36,224,1682,Africa
40450,,Western Sahara,24.2155,-12.8858,2020/06/24,10,1,8,1,Africa
40451,,Sao Tome and Principe,0.1864,6.6131,2020/06/24,710,13,211,486,Africa
40452,,Yemen,15.552727,48.516388,2020/06/24,1015,274,379,362,Eastern Mediterranean
40453,,Comoros,-11.6455,43.3333,2020/06/24,265,7,159,99,Africa
40454,,Tajikistan,38.861,71.2761,2020/06/24,5630,52,4194,1384,Europe
40455,,Lesotho,-29.61,28.2336,2020/06/24,17,0,2,15,Africa
40456,,Afghanistan,33.93911(,67.709953,2020/06/25,30175,675,10174,19326,Eastern Mediterranean
40457,,Albania,41.1533,20.1683,2020/06/25,2192,49,1250,893,Europe
40458,,Algeia,28.0339,1.6596,2020/06/25,12445,878,8920,2647,Africa
40459,,Andorra,42.5063,1.5218W,2020/06/25,855,52,797,6,Europe
40460,,Angola,-11.2027,17.8739,2020/06/25,212,10,81,121,Africa
40461,,Antigua and Barbuda,17.0608,-61.7964,2020/06/25,65,3,22,40,Americas
40462,,Argentina,-38.4161,-63.6167,2020/06/25,52457,-82669,14788,36519,Americas
40463,,rmenia,40.0691,45.0382,2020/06/25,22488,397,11335,10756,Europe
40464,Australian Capital Territory,Australia,-35.4735,149.0124,2020/06/25,108,3,105,0,Western Pacific
40465,New South Wales,Australia,-33.8688,151.2093,2020/06/25,3168,49,2782,337,Western Pacific
40466,Northern Territory,Australia,-12.4634,130.8456,2020/06/25,29,0,29,(0,Western Pacific
40467,Queensland,Australia,-27.4698,153.0251,2020/06/25,1067,6,1054,7,Western Pacific
40468,South Australia,Australia,-34.9285,138.6007,2020/06/25,440,Four,436,0,Western Pacific
40469,Tasmania,Australia,-42.8821,147.3272,2020/06/25,228,13,215,0,Western Pacific
40470,Victoria,Australia,-37.8136,144.9631,2020/06/25,1947,20,1742,185,Western Pacific
40471,Western Australia,Australia,-31.9505,115.8605,2020/06/25,608,9,595,4,Western Pacific
40472,,Austria,47.5162,14.5501,2020/06/25,17477,698,16320,459,Europe
40473,,Azerbaijan,40.1431,47.5769,2020/06/25,14852,180,8059,6613,Europe
40474,,Bahamas,25.025885,-78.035889,2020/06/25,104,11,84,9,Americas
40475,,Bahrain,26.0275,50.55,2020/06/25,24081,71,18501,5509,Eastern Mediterranean
40476,,Bangladesh,23.685,90.3563,2020/06/25,126606,1621,51495,73490,South-East Asia
40477,,Barbados,13.1939,-59.5432,2020/06/25,97,7,85,5,Americas
40478,,Belarus,53.7098,27.9534,2020/06/25,60382,367,41448,18567,Europe
40479,,Belgium,50.8333,4.469936,2020/06/25,61007,9726,16890,34391,Europe
40480,,Benin,9.3077,2.3158,2020/06/25,1017,14,288,715,Africa
40481,,Bhutan,27.5142,90.4336,2020/06/25,70,69608,34,36,South-East Asia
40482,,Bolivia,-16.2902,-63.5887,2020/06/25,28503,913,7338,20252,Americas
40483,,Bosnia and Herzegovina,43.9159,17.6791,2020/06/25,3796,175,2322,1299,Europe
40484,,Brazil,-14.235,-51.9253,2020/06/25,1228114,54971,679524,493619,Americas
40485,,Brunei,4.5353,114.7277,2020/06/25,141,3,138,0,Western Pacific
40486,,Bulgaria,42.7339,25.4858,2020/06/25,4408,211,2370,1827,Europe
40487,,Burkina Faso,12.2383,-1.5616,2020/06/25,934,53,826,55,Africa
40488,,Cabo Verde,16.5388,-23.0418,2020/06/25,1003,8,562,Four Hundred Thirty Three,Africa
40489,,Cambodia,11.55,104.9167,2020/06/25,130,0,127,3,Western Pacific
40490,,Cameroon,3.848,11.5021,2020/06/25,12592,313,10100,2179,Africa
40491,Alberta,Canada,53.9333,-116.5765,2020/06/25,7851,154,0,7697,Americas
40492,British Columbia,Canada,53.7267,-127.6476,2020/06/25,2869,173,0,2696,Americas
40493,Manitoba,Canada,53.7609,-98.8139,2020/06/25,316,7,0,309,Americas
40494,New Brunswick,Canada,46.5653,-66.4619,2020/06/25,165,2,0,163,Americas
40495,,,,,,,,,,
40496,Nova Scotia,Canad a,44.682,-63.7443,2020/06/25,1061,63,0,998,Americas
40497,Ontario,Canada,51.2538,-85.3232,2020/06/25,36046,2703,0,33343,Americas
40498,Prince Edward Island,Canada,46.5107,-63.4168,2020/06/25,27,Zero,0,27,Americas
40499,Quebec,Canada,52.9399,-73.5491,2020/06/25,55079,5448,0,49631,Americas
40500,Saskatchewan,Canada,52.9399,-106.4509,2020/06/25,759,13,0,746,Americas
40501,,Central African Republic,6.6111,20.9394,2020/06/25,3244,40,607,2597,Africa
40502,,Chad,15.4542,18.7322,2020/06/25,863,74,774,15,Africa
40503,,Chile,-35.6751,-71.543,2020/06/25,259064,4903,159740,34834,Americas
40504,Anhui,China,31.8257,117.2264,2020/06/25,991,6,985,0,Western Pacific
40505,Beijing,China,40.1824,116.4142,2020/06/25,874,9,585,280,Western Pacific
40506,Chongqing,China,30.0572,107.874,2020/06/25,582,6,573,3,Western Pacific
40507,Fujian,China,26.0789,117.9874,2020/06/25,363,1,357,5,Western Pacific
40508,Gansu,China,35.7518,104.2861,2020/06/25,161,2,139,20,Western Pacific
40509,Guangdong,China,23.3417,113.4244,2020/06/25,1635,8,1621,980,Western Pacific
40510,Guangxi,China,23.8298,108.7881,2020/06/25,254,2,252,0,Western Pacific
40511,Guizhou,China,26.8154,106.8748,2020/06/25,147,2,145,0,Western Pacific
40512,Hainan,China,19.1959,109.7453,2020/06/25,171,6,165,0,Western Pacific
40513,Hebei,China,39.549,116.1306,2020/06/25,349,6,0,343,Western Pacific
40514,Heilongjiang,China,47.862,127.7615,2020/06/25,947,13,934,0,Western Pacific
40515,Henan,China,37.8957,114.9042,2020/06/25,1276,22,0,1254,Western Pacific
40516,Hong Kong,China,22.3,114.2,2020/06/25,1193,7,1088,98,Western Pacific
40517,Hubei,China,30.9756,112.2707,2020/06/25,68135,4512,63623,0,Western Pacific
40518,Hunan,China,27.6104,111.7088,2020/06/25,1019,4,1015,0,Western Pacific
40519,Inner Mongolia,China,44.0935,113.9448,2020/06/25,238,1,236,1,Western Pacific
40520,Jiangsu,China,32.9711,119.455,2020/06/25,654,0,653,1,Western Pacific
40521,Jiangxi,China,2J7.614,115.7221,2020/06/25,932,1,931,0,Western Pacific
40522,Jilin,China,43.6661,126.1923,2020/06/25,155,2,153,0,Western Pacific
40523,Liaoning,China,41.2956,122.6085,2020/06/25,154,2,147,5,Western Pacific
40524,Macau,China,22.1667,113.55,2020/06/25,46,0,45,1,Western Pacific
40525,Ningxia,China,37.2692,106.1655,2020/06/25,75,0,75,0,Western Pacific
40526,Qinghai,China,35.7452,95.9956,2020/06/25,18,0,18,0,Western Pacific
40527,Shaanxi,China,35.1917,108.8701,2020/06/25,319,3,307,9,W estern Pacific
40528,Shandong,China,36.3427,118.1498,2020/06/25,792,7,785,0,Western Pacific
40529,Shanghai,China,31.202,121.4491,2020/06/25,705,7,672,26,Western Pacific
40530,Shanxi,Cihna,37.5777,112.2922,2020/06/25,198,0,198,0,Western Pacific
40531,Sichuan,China,30.6171,102.7103,2020/06/25,589,3,575,XI,Western Pacific
40532,Tianjin,China,39.3054,117.323,2020/06/25,198,3,193,2,Western Pacific
40533,Tibet,China,31.6927,88.0924,2020/06/25,1,0,1,0,Western Pacific
40534,Xinjiang,China,41.1129,85.2401,2020/06/25,76,3,73,0,Western Pacific
40535,Yunnan,China,24.974,101.487,2020/06/25,185,2,183,0,Western Pacific
40536,Zhejiang,China,29.1832,120.0934,2020/06/25,1269,1,1267,1,Western Pacific
40537,,Colombia,4.5709,-74.2973,2020/06/25,80599,2654,31729,46216,Americas
40538,,Congo (Brazzaville),-0.228,15.8277,2020/06/25,1087,37,456,594,Africa
40539,,Congo (Kinshasa),-4.0383,21.7587,2020/06/25,6411,142,885,5384,Africa
40540,,Costa Rica,9.7489,-83.7534,2020/06/25,2684,12,1227,1445,Americas
40541,,Cote d'Ivoire,7.54,-5.5471,2020/06/25,8334,60,3487,4787,Africa
40542,,Croatia,45.1,15.2,2020/06/25,2483,107,2149,227,Europe
40543,,Cuba,21.521757,-77.78116700000002,2020/06/25,2321,85,2171,65,Americas
40544,,Cyprus,35.1264,33.4299,2020/06/25,992,19,824,149,Europe
40545,,Czechia,49.8175,15.473,2020/06/25,10870,345,7649,2876,Europe
40546,Faroe Islands,Denmark,61.8926,-6.9118,2020/06/25,187,0,187,0,Europe
40547,Greenland,Greenland,71.7069,-42.6043,2020/06/25,13,0,13,0,Europe
40548,,Denmark,56.2639,9.5018,2020/06/25,12636,603,11460,573,Europe
40549,,Djibouti,11.8251,42.5903,2020/06/25,4635,52,4269,314,Eastern Mediterranean
40550,,Dominican Republic,18.7357,-70.1627,2020/06/25,29141,698,16223,12220,Americas
40551,,Ecuador,-1.8312,-78.1834,2020/06/25,53156,4343,26097,22716,Americas
40552,,Egypt,26.820553000000004,30.802498,2020/06/25,61130,2533,16338,42259,Eastern Mediterranean
40553,,El Salvador,13.7942,-88.8965,2020/06/25,5336,126,3116,2094,Americas
40554,,Equatorial Guinea,1.6508,10.2679,2020/06/25,2001,32,515,1454,Africa
40555,,Eritrea,15.1794,39.7823,2020/06/25,144,0,39,105,Africa
40556,,Estonia,58.5953,25.0136,2020/06/25,1984,69,1790,125,Europe
40557,,Eswatini,-26.5225,31.4659,2020/06/25,706,8,347,351,Africa
40558,,Ethiopia,9.145,40.4897,2020/06/25,5175,81,1544,3550,Africa
40559,,Fiji,-17.7134,178.065,2020/06/25,18,0,18,0,Western Pacific
40560,,Finland,61.92411,25.748151,2020/06/25,7172,327,6600,245,Europe
40561,French Guiana,France,3.9339,-53.1258,2020/06/25,3033,10,1096,1927,Europe
40562,French Polynesia,France,-17.6797,149.4068,2020/06/25,60,0,60,0,Europe
40563,Guadeloupe,France,16.265,-61.551,2020/06/25,174,14,157,3,Europe
40564,Mayotte,France,-12.8275,45.166244,2020/06/25,1733,32,2218,258,Europe
40565,New Caledonia,France,-20.904305,165.618042,2020/06/25,21,0,21,0,Europe
40566,Reunion,France,-21.1151,55.#5364,2020/06/25,516,2,460,54,Europe
40567,Saint Barthelemy,France,17.9,-62.8333,2020/06/25,6,70906,6,0,Europe
40568,St Martin,France,18.0708,-63.0501,2020/06/25,42,3,36,3,Europe
40569,Martinique,France,14.6415,-61.0242,2020/06/25,236,14,98,124,Europe
40570,,France,46.2276,2.2137,2020/06/25,192010,29680,71322,91008,Europe
40571,,Gabon,-0.8037,11.6094,2020/06/25,5087,40,2270,2777,Africa
40572,,Gambia,13.4432,-15.3101,2020/06/25,43,2,26,15,Africa
40573,,Georgia,42.3154,43.3569,2020/06/25,917,14,776,127,Europe
40574,,Germany,51.165691,10.451526,2020/06/25,193371,8940,176764,7667,Europe
40575,,Ghana,7.9465,-1.0232,2020/06/25,15473,95,11431,3947,Africa
40576,,Greece,39.0742,21.8243,2020/06/25,3321,191,1374,1756,Europe
40577,,Guatemala,15.7835,-90.2308,2020/06/25,15619,623,2949,12047,Americas
40578,,Guinea,9.9456,-9.6966,2020/06/25,5174,29,MMMDCCCLXI,1284,Africa
40579,,Guyana,4.860416000000002,-58.93018000000001,2020/06/25,215,12,108,95,Americas
40580,,Haiti,18.9712,-72.2852,2020/06/25,5543,96,512,Four Thousand Nine Hundred Thirty Five,Americas
40581,,Holy See,41.9029,12.4534,2020/06/25,12,0,12,0,Europe
40582,,Honduras,15.2,-86.2419,2020/06/25,15366,426,1600,13340,Americas
40583,,Hungary,47.1625,19.5033,2020/06/25,4123,577,2640,906,Europe
40584,,Iceland,64.9631,-19.0208,2020/06/25,1818,10,1794,14,Europe
40585,,India,20.593684,78.96288,2020/06/25,490401,15301,285637,189463,South-East Asia
40586,,Indonesia,-0.7893,113.9213,2020/06/25,50187,2620,20449,27118,South-East Asia
40587,,Iran,32.427908,53.68804599999999,2020/06/25,215096,10130,175103,29863,Eastern Mediterranean
40588,,Iraq,33.223191,43.679291,2020/06/25,39139,1437,18051,19651,Eastern Mediterranean
40589,,Ireland,53.1424,-7.6921,2020/06/25,25405,1727,23364,314,Europe
40590,,Israel,31.046051,34.851612,2020/06/25,22400,309,16007,6084,Europe
40591,,Italy,41.87194,12.56738,2020/06/25,239706,34678,186725,18303,Europe
40592,,Jamaica,18.1096,-77.2975,2020/06/25,684,10,526,148,Americas
40593,,Japan,36.204824,138.252924,2020/06/25,18055,971,16142,942,Western Pacific
40594,,Jordan,31.24,36.51,2020/06/25,1086,9,797,280,Eastern Mediterranean
40595,,Kazakhstan,48.0196,66.9237,2020/06/25,19750,140,12220,7390,Europe
40596,,Kenya,-0.0236,37.9062,2020/06/25,5384,132,1857,3395,Africa
40597,,South Korea,35.90775700000001,127.766922,2020/06/25,12602,282,11172,1148,Western Pacific
40598,,Kuwait,29.31166,47.481766,2020/06/25,42788,339,33367,9082,Eastern Mediterranean
40599,,Kyrgyzstan,41.20438,74.766098,2020/06/25,4204,43,2162,1999,Europe
40600,,Latvia,56.8796,24.6032,2020-06-25,1111,30,903,178,Europe
40601,,Lebanon,33.8547,35.8623,2020/06/25,1662,33,1144,485,Eastern Mediterranean
40602,,Liberia,6.4280550000000005,-9.429499,2020/06/25,681,34,278,369,Africa
40603,,Liechtenstein,47.14,9.55,2020/06/25,82,1,81,0,Europe
40604,,Lithuania,55.1694,23.8813,2020/06/25,1806,78,1494,234,Europe
40605,,Luxembourg,49.8153,6.1296,2020/06/25,4151,CX,3968,73,Europe
40606,,Madagascar,-18.766947,46.869107,2020/06/25,1829,16,823,990,Africa
40607,,Malaysia,4.210483999999999,101.975766,2020/06/25,8600,121,8271,208,Western Pacific
40608,,Maldives,3.2028,73.2207,2020/06/25,2277,8,1848,421,South-East Asia
40609,,Malta,35.9375,14.3754,2020/06/25,668,9,627,32,Europe
40610,,Mauritania,21.0079,-10.9408,2020/06/25,3739,119,1225,2395,Africa
40611,,Mauritius,-20.348404,57.552152,2020/06/25,341,10,326,5,Africa
40612,,Mexico,23.6345,-102.5528,2020/06/25,202951,25060,152362,25529,Americas
40613,,Moldova,47.4116,28.3699,2020/06/25,15453,502,8599,6352,Europe
40614,,Monaco,43.7333,7.4167,2020/06/25,102,4,95,3,Europe
40615,,Mongolia,46.8625,103.8467,2020/06/25,219,0,170,49,Western Pacific
40616,,Montenegro,42.708678000000006,19.37439,2020/06/25,414,9,Three Hundred Fifteen,90,Europe
40617,,Morocco,31.7917,-7.0926,2020/06/25,11338,217,8500,2621,Eastern Mediterranean
40618,,Namibia,-22.9576,18.4904,2020/06/25,102,0,21,81,Africa
40619,,Nepal,28.1667,84.25,2020/06/25,11162,26,2650,8486,South-East Asia
40620,Aruba,Netherlands,12.5211,-69.9683,2020/06/25,101,3,98,0,Europe
40621,,,,,,,,,,
40622,Sint Maarten,Netherlands,18.0425,-63.0548,2020/06/25,77,15,62,0,Europe
40623,,Netherlands,52.1326,5.2913,2020/06/25,49914,6100,0,43814,Europe
40624,,New Zealand,-40.9006,174.886,2020/06/25,1520,22,1484,14,Western Pacific
40625,,Nicaragua,12.865416,-85.207229,2020/06/25,2170,74,1238,858,Americas
40626,,Niger,17.607789,8.081666,2020/06/25,1056,67,917,72,Africa
40627,,Nigeria,9.082,8.6753,2020/06/25,22614,549,7822,14243,Africa
40628,,North Macedonia,41.6086,21.7453,2020/06/25,5595,265,2166,3164,Europe
40629,,Norway,60.472,8.4689 °E,2020/06/25,8788,249,8138,401,Europe
40630,,Oman,21.512583,55.92325500000001,2020/06/25,34902,144,18520,16238,Eastern Mediterranean
40631,,Pakistan,30.3753,69.3451,2020/06/25,195745,3962,84168,107615,Eastern Mediterranean
40632,,Pan ama,8.538,-80.7821,2020/06/25,29037,564,14800,13673,Americas
40633,,Papua New Guinea,-6.314993,143.95555,2020/06/25,10,0,8,2,Western Pacific
40634,,Paraguay,-23.4425,-58.4438,2020/06/25,1569,13,976,580,Americas
40635,,Peru,-9.19,-75.0152,2020/06/25,268602,8761,151225,108616,Americas
40636,,Philippines,12.879721,121.774017,2020/06/25,33069,1212,8910,22947,Western Pacific
40637,,Poland,51.9194,19.1451,2020/06/25,33119,1412,18654,13053,Europe
40638,,Portugal,39.3999,-8.2245,2020/06/25,40415,1549,26382,12484,Europe
40639,,Qatar,25.3548,51.1839,2020/06/25,91838,106,74544,17188,Eastern Mediterranean
40640,,Romania,45.9432,24.9668,2020/06/25,25286,1565,17906,5815,Europe
40641,,Russia,61.52401,105.318756,2020/06/25,613148,8594,374557,229997,Europe
40642,,Rwanda,-1.9403,29.8739,2020/06/25,850,2,385,463,Africa
40643,,Saint Lucia,13.9094,-60.9789,2020/06/25,19,0,19,0,Americas
40644,,Saint Vincent and the Grenadines,12.9843,-61.2872,2020/06/25,29,0,29,0,Americas
40645,,San Marino,43.9424,12.4578,2020/06/25,698,Forty Two,653,3,Europe
40646,,Saudi Arabia,23.885942,45.079162,2020/06/25,170639,1428,117882,51329,Eastern Mediterranean
40647,,Senegal,14.4974,-14.4524,2020/06/25,6233,94,4162,1977,Africa
40648,,Serbia,44.0165,21.0059,2020/06/25,13372,264,12154,954,Europe
40649,,Seychelles,-4.6796,55.492,2020/06/25,11,0,11,0,Africa
40650,,Singapore,1.2833,103.8333,2020/06/25,42736,26,36604,6106,Western Pacific
40651,,Slovakia,48.669,19.699,2020-06-25,1630,28,1452,150,Europe
40652,,Slovenia,46.1512,14.9955,2020/06/25,1547,109,1376,62,Europe
40653,,Somalia,5.152149,46.199616,2020/06/25,2878,90,868,1920,Eastern Mediterranean
40654,,South Africa,-30.5595,22.9375,2020/06/25,118375,2292,59974,56109,Africa
40655,,Spain,40.463667,-3.74922,2020/06/25,247486,28330,150376,68780,Europe
40656,,Sri Lanka,7.873054,80.77179699999998,2020/06/25,2010,11,1602,397,South-East Asia
40657,,Sudan,12.8628,30.2176,2020/06/25,8984,556,3806,4622,Eastern Mediterranean
40658,,Suriname,3.9193,-56.0278,2020/06/25,373,10,176,187,Americas
40659,,Sweden,60.128161,18.643501,2020/06/25,63890,5230,0,58660,Europe
40660,,Switzerland,46.8182,8.2275,2020/06/25,31428,1958,29000,470,Europe
40661,,Taiwan*,23.7,121.0,2020/06/25,447,7,435,5,Western Pacific
40662,,Tanzania,-6.369028,34.888822,2020/06/25,509,21,183,305,Africa
40663,,Thailand,15.870032,100.992541,2020/06/25,3158,58,3038,62,South-East Asia
40664,,Togo,8.6195,0.8248,20&20/06/25,588,14,394,180,Africa
40665,,Trinidad and Tobago,10.6918,-61.2225,2020/06/25,123,8,109,6,Americas
40666,,Tunisia,33.886917,9.537499,2020/06/25,1162,50,1023,89,Eastern Mediterranean
40667,,Turkey,38.9637,35.2433,2020/06/25,193115,5046,165706,22363,Europe
40668,,Uganda,1.373333,32.290275,2020/06/25,821,0,731,90,Africa
40669,,Ukraine,48.3794,31.1656,2020/06/25,40854,1078,18365,21411,Europe
40670,,United Arab Emirates,23.424076,53.847818,2020/06/25,46563,308,35165,11090,Eastern Mediterranean
40671,,,,,,,,,,
40672,,,,,,,,,,
40673,Channel Islands,United Kingdom,49.3723,-2.3644,2020/06/25,571,47,512,12,Eur ope
40674,Gibraltar,United Kingdom,36.1408,-5.3536,2020/06/25,176,-73671,176,0,Europe
40675,Isle of Man,United Kingdom,54.2361,-4.5481,2020/06/25,336,24,312,0,Europe
40676,Montserrat,United Kingdom,16.742498,-62.187366,2020/06/25,11,1,10,0,Europe
40677,,United Kingdom,55.3781,-3.4360000000000004,2020/06/25,281037,43230,0,237807,Europe
40678,,Uruguay,-32.5228,-55.7658,2020/06/25,907,26,818,63,Americas
40679,,US,40.0,-100.0,2020/06/25,2422299,125026,Six Hundred Sixty Three Thousand Five Hundred Sixty Two,1633711,Americas
40680,,Uzbekistan,41.377491,64.585262,2020/06/25,7177,20,4877,2280,Europe
40681,,Venezuela,6.4238,-66.5897,2020/06/25,4563,39,13W27,3197,Americas
40682,,Vietnam,14.058324,108.277199,2020/06/25,352,0,329,23,Western Pacific
40683,,Zambia,-13.133897,27.849332,2020/06/25,1497,18,1223,256,Africa
40684,,Zimbabwe,-19.015438,29.154857,2020-06-25,551,6,128,417,Africa
40685,,Dominica,15.415,-61.371,2020/06/25,18,0,18,0,Americas
40686,,Grenada,12.1165,-61.679,2020/06/25,23,0,23,Zero,Americas
40687,,Mozambique,-18.665695,35.529562,2020/06/25,788,5,0,783,Africa
40688,,Syria,34.802075,38.99681500000001,2020/06/25,242,7,98334,235,Eastern Mediterranean
40689,,Timor-Leste,-8.874217,125.727539,2020/06/25,24,0,0,24,South-East Asia
40690,,Belize,17.1899,-88.4976,2020/06/25,23,2,17,4,Americas
40691,,Laos,19.85627,102.495496,2020/06/25,19,0,19,0,Western Pacific
40692,,Libya,26.3351,17.228331,2020/06/25,698,18,140,540,Eastern Mediterranean
40693,,West Bank and Gaza,31.9522,35.2332,2020/06/25,1382,3,446,933,Eastern Mediterranean
40694,,Guinea-Bissau,11.8037,-15.1804,2020/06/25,1556,19,191,1346,Africa
40695,,Mali,17.570692,-3.996166000000001,2020/06/25,2039,113,1383,543,Africa
40696,,Saint Kitts and Nevis,17.357822,-62.782998,2020/06/25,15,0,15,0,Americas
40697,Northwest Territories,Canada,64.8255,-124.8457,2020/06/25,5,0,0,5,Americas
40698,Yukon,Canada,64.2823,-135.0,2020/06/25,11,0,0,11,Americas
40699,,Kosovo,42.602636,20.902977,2020/06/25,2169,37,1047,1085,Europe
40700,,Burma,21.9162,95.956,2020/06/25,293,6,211,76,South-East Asia
40701,Anguilla,United Kingdom,18.2206,-63.0686,2020/06/25,3,0,3,0,Europe
40702,British Virgin Islands,United Kingdom,18.4207,-64.64,2020/06/25,8,1,7,0,Europe
40703,Turks and Caicos Islands,United Kingdom,21.69400000000001,-71.7979,2020/06/25,15,1,11,3,Europe
40704,,Botswana,-22.3285,24.6849,2020/06/25,92,1,25,66,Africa
40705,,Burundi,-3.3731,29.9189,2020/06/25,144,1,93,50,Africa
40706,,Sierra Leone,8.460555000000001,-11.779889,2020/06/25,1354,56,869,429,Africa
40707,,Malawi,-13.2543,34.3015,2020/06/25,960,12,260,688,Africa
40708,Falkland Islands (Malvinas),United Kingdom,-51.7963,-59.5236,2020/06/25,13,0,13,0,Europe
40709,Saint Pierre and Miquelon,France,46.8852,-56.3159,2020/06/25,1,0,1,0,Europe
40710,,South Sudan,6.877000000000002,31.307,2020/06/25,1942,36,224,1682,Africa
40711,,Western Sahara,24.2155,-12.8858,2020/06/25,10,1,Eight,1,Africa
40712,,Sao Tome and Principe,0.1864,6.6131,2020/06/25,711,13,214,484,Africa
40713,,Yemen,15.552727,48.516388,2020/06/25,1076,288,386,402,Eastern Mediterranean
40714,,Comoros,-11.6455,43.3333,2020/06/25,272,7,161,104,Africa
